"ID","Poet","Poetry"
"636","jigar-moradabadi","ishq ko be-naqāb honā thā 
aap apnā javāb honā thā 
mast-e-jām-e-sharāb honā thā 
be-ḳhud-e-iztirāb honā thā 
terī āñkhoñ kā kuchh qusūr nahīñ 
haañ mujhī ko ḳharāb honā thā 
aao mil jaao muskurā ke gale 
ho chukā jo itaab honā thā 
kūcha-e-ishq meñ nikal aayā 
jis ko ḳhāna-ḳharāb honā thā 
mast-e-jām-e-sharāb ḳhaak hote 
ġharq-e-jām-e-sharāb honā thā 
dil ki jis par haiñ naqsh-e-rañgā-rañg 
us ko saada kitāb honā thā 
ham ne nākāmiyoñ ko DhūñD liyā 
āḳhirash kāmyāb honā thā 
haa.e vo lamha-e-sukūñ ki jise 
mahshar-e-iztirāb honā thā 
nigah-e-yār ḳhud taḌap uThtī 
shart-e-avval ḳharāb honā thā 
kyuuñ na hotā sitam bhī be-pāyāñ 
karam-e-be-hisāb honā thā 
kyuuñ nazar hairatoñ meñ Duub ga.ī 
mauj-e-sad-iztirāb honā thā 
ho chukā roz-e-avvalīñ hī 'jigar' 
jis ko jitnā ḳharāb honā thā"
"637","jigar-moradabadi","ishq meñ lā-javāb haiñ ham log 
māhtāb āftāb haiñ ham log 
garche ahl-e-sharāb haiñ ham log 
ye na samjho ḳharāb haiñ ham log 
shaam se aa ga.e jo piine par 
sub.h tak āftāb haiñ ham log 
ham ko dāvā-e-ishq-bāzī hai 
mustahiqq-e-azāb haiñ ham log 
naaz kartī hai ḳhāna-vīrānī 
aise ḳhāna-ḳharāb haiñ ham log 
ham nahīñ jānte ḳhizāñ kyā hai 
kushtagān-e-shabāb haiñ ham log 
tū hamārā javāb hai tanhā 
aur terā javāb haiñ ham log 
tū hai dariyā-e-husn-o-mahbūbī 
shakl-e-mauj-o-habāb haiñ ham log 
go sarāpā hijāb haiñ phir bhī 
tere ruḳh kī naqāb haiñ ham log 
ḳhuub ham jānte haiñ apnī qadr 
tere nā-kāmyāb haiñ ham log 
ham se ġhaflat na ho to phir kyā ho 
rah-rav-e-mulk-e-ḳhvāb haiñ ham log 
jāntā bhī hai us ko tū vaa.iz 
jis ke mast-o-ḳharāb haiñ ham log 
ham pe nāzil huā sahīfa-e-ishq 
sāhibān-e-kitāb haiñ ham log 
har haqīqat se jo guzar jaa.eñ 
vo sadāqat-ma.āb haiñ ham log 
jab milī aañkh hosh kho baiThe 
kitne hāzir-javāb haiñ ham log 
ham se pūchho 'jigar' kī sar-mastī 
mahram-e-āñ-janāb haiñ ham log"
"638","jigar-moradabadi","jehl-e-ḳhirad ne din ye dikhā.e 
ghaT ga.e insāñ baḌh ga.e saa.e 
haa.e vo kyūñkar dil bahlā.e 
ġham bhī jis ko raas na aa.e 
zid par ishq agar aa jaa.e 
paanī chhiḌke aag lagā.e 
dil pe kuchh aisā vaqt paḌā hai 
bhāge lekin raah na paa.e 
kaisā majāz aur kaisī haqīqat 
apne hī jalve apne hī saa.e 
jhūTī hai har ek masarrat 
ruuh agar taskīn na paa.e 
kār-e-zamāna jitnā jitnā 
bantā jaa.e bigaḌtā jaa.e 
zabt-e-mohabbat shart-e-mohabbat 
jī hai ki zālim umDā aa.e 
husn vahī hai husn jo zālim 
haath lagā.e haath na aa.e 
naġhma vahī hai naġhma ki jis ko 
ruuh sune aur ruuh sunā.e 
rāh-e-junūñ āsān huī hai 
zulf o mizha ke saa.e saa.e"
"639","jigar-moradabadi","jo ab bhī na taklīf farmā.iyegā 
to bas haath malte hī rah jā.iyegā 
nigāhoñ se chhup kar kahāñ jā.iyegā 
jahāñ jā.iyegā hameñ pā.iyegā 
mirā jab burā haal sun pā.iyegā 
ḳhirāmāñ ḳhirāmāñ chale ā.iyegā 
miTā kar hameñ aap pachhtā.iyegā 
kamī koī mahsūs farmā.iyegā 
nahīñ khel nāseh junūñ kī haqīqat 
samajh lījiyegā to samjhā.iyegā 
hameñ bhī ye ab dekhnā hai ki ham par 
kahāñ tak tavajjoh na farmā.iyegā 
sitam ishq meñ aap āsāñ na samjheñ 
taḌap jā.iyegā jo taḌpā.iyegā 
ye dil hai ise dil hī bas rahne diije 
karam kījiyegā to pachhtā.iyegā 
kahīñ chup rahī hai zabān-e-mohabbat 
na farmā.iyegā to farmā.iyegā 
bhulānā hamārā mubārak mubārak 
magar shart ye hai na yaad ā.iyegā 
hameñ bhī na ab chain aa.egā jab tak 
in āñkhoñ meñ aañsū na bhar lā.iyegā 
tirā jazba-e-shauq hai be-haqīqat 
zarā phir to irshād farmā.iyegā 
hamīñ jab na hoñge to kyā rañg-e-mahfil 
kise dekh kar aap sharmā.iyegā 
ye maanā ki de kar hameñ rañj-e-furqat 
mudāvā-e-furqat na farmā.iyegā 
mohabbat mohabbat hī rahtī hai lekin 
kahāñ tak tabī.at ko behlā.iyegā 
na hogā hamārā hī āġhosh ḳhālī 
kuchh apnā bhī pahlū tahī pā.iyegā 
junūñ kī 'jigar' koī had bhī hai āḳhir 
kahāñ tak kisī par sitam Dhā.iyegā"
"640","jigar-moradabadi","jo tūfānoñ meñ palte jā rahe haiñ 
vahī duniyā badalte jā rahe haiñ 
nikhartā aa rahā hai rañg-e-gulshan 
ḳhas o ḳhāshāk jalte jā rahe haiñ 
vahīñ maiñ ḳhaak uḌtī dekhtā huuñ 
jahāñ chashme ubalte jā rahe haiñ 
charāġh-e-dair-o-kāba allāh allāh 
havā kī zid pe jalte jā rahe haiñ 
shabāb o husn meñ bahas aa paḌī hai 
na.e pahlū nikalte jā rahe haiñ"
"641","jigar-moradabadi","kaam āḳhir jazba-e-be-iḳhtiyār aa hī gayā 
dil kuchh is sūrat se taḌpā un ko pyaar aa hī gayā 
jab nigāheñ uTh ga.iiñ allāh-rī merāj-shauq 
dekhtā kyā huuñ vo jān-e-intizār aa hī gayā 
haa.e ye husn-e-tasavvur kā fareb-e-rañg-o-bū 
maiñ ye samjhā jaise vo jān-e-bahār aa hī gayā 
haañ sazā de ai ḳhudā-e-ishq ai taufīq-e-ġham 
phir zabān-e-be-adab par zikr yaar aa hī gayā 
is tarah ḳhush huuñ kisī ke vāda-e-fardā pe maiñ 
dar-haqīqat jaise mujh ko e'tibār aa hī gayā 
haa.e kāfir-dil kī ye kāfir junūñ-añgeziyāñ 
tum ko pyaar aa.e na aa.e mujh ko pyaar aa hī gayā 
dard ne karvaT hī badlī thī ki dil kī aaḌ se 
daf.atan parda uThā aur parda-dār aa hī gayā 
dil ne ik naala kiyā aaj is tarah dīvāna-vār 
baal bikhrā.e koī msatānā-vār aa hī gayā 
jaan hī de dī 'jigar' ne aaj pā-e-yār par 
umr bhar kī be-qarārī ko qarār aa hī gayā"
"642","jigar-moradabadi","kabhī shāḳh o sabza o barg par kabhī ġhuncha o gul o ḳhaar par 
maiñ chaman meñ chāhe jahāñ rahūñ mirā haq hai fasl-e-bahār par 
mujhe deñ na ġhaiz meñ dhamkiyāñ gireñ laakh baar ye bijliyāñ 
mirī saltanat ye hī āshiyāñ mirī milkiyat ye hī chaar par 
jinheñ kahiye ishq kī vus.ateñ jo haiñ ḳhaas husn kī azmateñ 
ye usī ke qalb se pūchhiye jise faḳhr ho ġham-e-yār par 
mire ashk-e-ḳhūñ kī bahār hai ki muraqqa-e-ġham-e-yār hai 
mirī shā.irī bhī nisār hai mirī chashm-e-sehr-nigār par 
ajab inqilāb-e-zamāna hai mirā muḳhtasar sā fasāna hai 
yahī ab jo baar hai dosh par yahī sar thā zānu-e-yār par 
ye kamāl-e-ishq kī sāzisheñ ye jamāl-e-husn kī nāzisheñ 
ye ināyateñ ye navāzisheñ mirī ek musht-e-ġhubār par 
mirī samt se use ai sabā ye payām-e-āḳhir-e-ġham sunā 
abhī dekhnā ho to dekh jā ki ḳhizāñ hai apnī bahār par 
ye fareb-e-jalva hai sar-ba-sar mujhe Dar ye hai dil-e-be-ḳhabar 
kahīñ jam na jaa.e tirī nazar inhīñ chand naqsh o nigār par 
maiñ rahīn-e-dard sahī magar mujhe aur chāhiye kyā 'jigar' 
ġham-e-yār hai mirā shefta maiñ farefta ġham-e-yār par"
"643","jigar-moradabadi","kasrat meñ bhī vahdat kā tamāshā nazar aayā 
jis rañg meñ dekhā tujhe yaktā nazar aayā 
jab us ruḳh-e-pur-nūr kā jalva nazar aayā 
ka.aba nazar aayā na kalīsā nazar aayā 
ye husn ye shoḳhī ye karishma ye adā.eñ 
duniyā nazar aa.ī mujhe to kyā nazar aayā 
ik sarḳhushi-e-ishq hai ik be-ḳhudī-e-shauq 
āñkhoñ ko ḳhudā jaane mirī kyā nazar aayā 
jab dekh na sakte the to dariyā bhī thā qatra 
jab aañkh khulī qatra bhī dariyā nazar aayā 
qurbān tirī shān-e-ināyat ke dil o jaañ 
is kam-nigahī par mujhe kyā kyā nazar aayā 
har rañg tire rañg meñ Duubā huā niklā 
har naqsh tirā naqsh-e-kaf-e-pā nazar aayā 
āñkhoñ ne dikhā dī jo tire ġham kī haqīqat 
aalam mujhe saarā tah-o-bālā nazar aayā 
har jalve ko dekhā tire jalvoñ se munavvar 
har bazm meñ tū anjuman-ārā nazar aayā"
"644","jigar-moradabadi","kiyā ta.ajjub ki mirī rūh-e-ravāñ tak pahuñche 
pahle koī mire naġhmoñ kī zabāñ tak pahuñche 
jab har ik shorish-e-ġham zabt-e-fuġhāñ tak pahuñche 
phir ḳhudā jaane ye hañgāma kahāñ tak pahuñche 
aañkh tak dil se na aa.e na zabāñ tak pahuñche 
baat jis kī hai usī āfat-e-jāñ tak pahuñche 
tū jahāñ par thā bahut pahle vahīñ aaj bhī hai 
dekh rindān-e-ḳhush-anfās kahāñ tak pahuñche 
jo zamāne ko burā kahte haiñ ḳhud haiñ vo bure 
kaash ye baat tire gosh-e-girāñ tak pahuñche 
baḌh ke rindoñ ne qadam hazrat-e-vā.iz ke liye 
girte paḌte jo dar-e-pīr-e-muġhāñ tak pahuñche 
tū mire hāl-e-pareshāñ pe bahut tanz na kar 
apne gesū bhī zarā dekh kahāñ tak pahuñche 
un kā jo farz hai vo ahl-e-siyāsat jāneñ 
merā paiġhām mohabbat hai jahāñ tak pahuñche 
ishq kī choT dikhāne meñ kahīñ aatī hai 
kuchh ishāre the ki jo lafz-o-bayāñ tak pahuñche 
jalve betāb the jo parda-e-fitrat meñ 'jigar' 
ḳhud taḌap kar mirī chashm-e-nigarāñ tak pahuñche"
"645","jigar-moradabadi","koī ye kah de gulshan gulshan 
laakh balā.eñ ek nasheman 
qātil rahbar qātil rahzan 
dil sā dost na dil sā dushman 
phuul khile haiñ gulshan gulshan 
lekin apnā apnā dāman 
ishq hai pyāre khel nahīñ hai 
ishq hai kāre-shīsha-o-āhan 
ḳhair mizāj-e-husn kī yā-rab 
tez bahut hai dil kī dhaḌkan 
aa ki na jaane tujh bin kab se 
ruuh hai lāsha jism hai madfan 
aaj na jaane raaz ye kyā hai 
hijr kī raat aur itnī raushan 
umreñ bītīñ sadiyāñ guzrīñ 
hai vahī ab tak ishq kā bachpan 
tujh sā hasīñ aur ḳhūn-e-mohabbat 
vahm hai shāyad surḳhi-e-dāman 
barq-e-havādis allāh allāh 
jhuum rahī hai shāḳh-e-nasheman 
tū ne sulajh kar gesū-e-jānāñ 
aur baḌhā dī shauq kī uljhan 
rahmat hogī tālib-e-isyāñ 
rashk karegī pākī-e-dāman 
dil ki mujassam ā.īna-sāmāñ 
aur vo zālim ā.īna-dushman 
baiThe ham har bazm meñ lekin 
jhaaḌ ke uTThe apnā dāman 
hastī-e-shā.er allāh allāh 
husn kī manzil ishq kā maskan 
rañgīñ fitrat saada tabī.at 
farsh-nashīñ aur arsh-nasheman 
kaam adhūrā aur āzādī 
naam baḌe aur thoḌe darshan 
sham.a hai lekin dhuñdlī dhu.dlī 
saayā hai lekin raushan raushan 
kāñToñ kā bhī haq hai kuchh āḳhir 
kaun chhuḌā.e apnā dāman 
chaltī phirtī chhāñv hai pyāre 
kis kā sahrā kaisā gulshan"
"646","jigar-moradabadi","kuchh is adā se aaj vo pahlū-nashīñ rahe 
jab tak hamāre paas rahe ham nahīñ rahe 
īmān-o-kufr aur na duniyā-o-dīñ rahe 
ai ishq-e-shād-bāsh ki tanhā hamīñ rahe 
aalam jab ek haal pe qaa.em nahīñ rahe 
kyā ḳhaak e'tibār-e-nigāh-e-yaqīn rahe 
merī zabāñ pe shikva-e-dard-āfrīñ rahe 
shāyad mire havās Thikāne nahīñ rahe 
jab tak ilāhī jism meñ jān-e-hazīñ rahe 
nazreñ mirī javān raheñ dil hasīñ rahe 
yā-rab kisī ke rāz-e-mohabbat kī ḳhair ho 
dast-e-junūñ rahe na rahe āstīñ rahe 
tā-chand josh-e-ishq meñ dil kī hifāzateñ 
merī balā se ab vo junūnī kahīñ rahe 
jā aur koī zabt kī duniyā talāsh kar 
ai ishq ham to ab tire qābil nahīñ rahe 
mujh ko nahīñ qubūl do-ālam kī vus.ateñ 
qismat meñ kū-e-yār kī do-gaz zamīñ rahe 
ai ishq-e-nālā-kash tirī ġhairat ko kyā huā 
hai hai araq araq vo tan-e-nāznīñ rahe 
dard-o-ġham-e-firāq ke ye saḳht marhale 
hairāñ huuñ maiñ ki phir bhī tum itne hasīñ rahe 
allāh-re chashm-e-yār kī mojiz-bayāniyāñ 
har ik ko hai gumāñ ki muḳhātib hamīñ rahe 
zālim uThā tū parda-e-vahm-o-gumān-o-fikr 
kyā sāmne vo marhala-hā-e-yaqīñ rahe 
zāt-o-sifāt-e-husn kā aalam nazar meñ hai 
mahdūd-e-sajda kyā mirā zauq-e-jabīñ rahe 
kis dard se kisī ne kahā aaj bazm meñ 
achchhā ye hai vo nañg-e-mohabbat yahīñ rahe 
sar-dādgān-e-ishq-o-mohabbat kī kyā kamī 
qātil kī teġh tez ḳhudā kī zamīñ rahe 
is ishq kī talāfi-e-māfāt dekhnā 
rone kī hasrateñ haiñ jab aañsū nahīñ rahe"
"647","jigar-moradabadi","kyā barābar kā mohabbat meñ asar hotā hai 
dil idhar hotā hai zālim na udhar hotā hai 
ham ne kyā kuchh na kiyā dīda-e-dil kī ḳhātir 
log kahte haiñ duāoñ meñ asar hotā hai 
dil to yuuñ dil se milāyā ki na rakkhā merā 
ab nazar ke liye kyā hukm-e-nazar hotā hai 
maiñ gunahgār-e-junūñ maiñ ne ye maanā lekin 
kuchh udhar se bhī taqāzā-e-nazar hotā hai 
kaun dekhe use betāb-e-mohabbat ai dil 
tū vo naale hī na kar jin meñ asar hotā hai"
"648","jigar-moradabadi","lākhoñ meñ intiḳhāb ke qābil banā diyā 
jis dil ko tum ne dekh liyā dil banā diyā 
har-chand kar diyā mujhe barbād ishq ne 
lekin unheñ to shefta-e-dil banā diyā 
pahle kahāñ ye naaz the ye ishva o adā 
dil ko duā.eñ do tumheñ qātil banā diyā"
"649","jigar-moradabadi","mohabbat meñ ye kyā maqām aa rahe haiñ 
ki manzil pe haiñ aur chale jā rahe haiñ 
ye kah kah ke ham dil ko bahlā rahe haiñ 
vo ab chal chuke haiñ vo ab aa rahe haiñ 
vo az-ḳhud hī nādim hue jā rahe haiñ 
ḳhudā jaane kyā kyā ḳhayāl aa rahe haiñ 
hamāre hī dil se maze un ke pūchho 
vo dhoke jo dānista ham khā rahe haiñ 
jafā karne vāloñ ko kyā ho gayā hai 
vafā kar ke bhī ham to sharmā rahe haiñ 
vo aalam hai ab yaaro aġhyār kaise 
hamīñ apne dushman hue jā rahe haiñ 
mizāj-e-girāmī kī ho ḳhair yā-rab 
ka.ī din se aksar vo yaad aa rahe haiñ"
"650","jigar-moradabadi","nazar milā ke mire paas aa ke luuT liyā 
nazar haTī thī ki phir muskurā ke luuT liyā 
shikast-e-husn kā jalva dikhā ke luuT liyā 
nigāh nīchī kiye sar jhukā ke luuT liyā 
duhā.ī hai mire allāh kī duhā.ī hai 
kisī ne mujh se bhī mujh ko chhupā ke luuT liyā 
salām us pe ki jis ne uThā ke parda-e-dil 
mujhī meñ rah ke mujhī meñ samā ke luuT liyā 
unhīñ ke dil se koī us kī azmateñ pūchhe 
vo ek dil jise sab kuchh luTā ke luuT liyā 
yahāñ to ḳhud tirī hastī hai ishq ko darkār 
vo aur hoñge jinheñ muskurā ke luuT liyā 
ḳhushā vo jaan jise dī ga.ī amānat-e-ishq 
rahe vo dil jise apnā banā ke luuT liyā 
nigāh Daal dī jis par hasīn āñkhoñ ne 
use bhī husn-e-mujassam banā ke luuT liyā 
baḌe vo aa.e dil o jaañ ke lūTne vaale 
nazar se chheḌ diyā gudgudā ke luuT liyā 
rahā ḳharāb-e-mohabbat hī vo jise tū ne 
ḳhud apnā dard-e-mohabbat dikhā ke luuT liyā 
koī ye luuT to dekhe ki us ne jab chāhā 
tamām hastī-e-dil ko jagā ke luuT liyā 
karishmā-sāzi-e-husn-e-azal are tauba 
mirā hī ā.īna mujh ko dikhā ke luuT liyā 
na luTte ham magar un mast añkhḌiyoñ ne 'jigar' 
nazar bachāte hue DabDabā ke luuT liyā"
"651","jigar-moradabadi","sab pe tū mehrbān hai pyāre 
kuchh hamārā bhī dhyān hai pyāre 
aa ki tujh bin bahut dinoñ se ye dil 
ek suunā makān hai pyāre 
tū jahāñ naaz se qadam rakh de 
vo zamīn āsmān hai pyāre 
muḳhtasar hai ye shauq kī rūdād 
har nafas dāstān hai pyāre 
apne jī meñ zarā to kar insāf 
kab se nā-mehrbān hai pyāre 
sabr TuuTe hue diloñ kā na le 
tū yūñhī dhaan paan hai pyāre 
ham se jo ho sakā so kar guzre 
ab tirā imtihān hai pyāre 
mujh meñ tujh meñ to koī farq nahīñ 
ishq kyuuñ darmiyān hai pyāre 
kyā kahe hāl-e-dil ġharīb 'jigar' 
TuuTī phūTī zabān hai pyāre"
"652","jigar-moradabadi","sabhī andāz-e-husn pyāre haiñ 
ham magar sādgī ke maare haiñ 
us kī rātoñ kā intiqām na pūchh 
jis ne hañs hañs ke din guzāre haiñ 
ai sahāroñ kī zindagī vaalo 
kitne insān be-sahāre haiñ 
lāla-o-gul se tujh ko kyā nisbat 
nā-mukammal se isti.āre haiñ 
ham to ab Duub kar hī ubhreñge 
vo raheñ shaad jo kināre haiñ 
shab-e-furqat bhī jagmagā uTThī 
ashk-e-ġham haiñ ki māh-pāre haiñ 
ātish-e-ishq vo jahannam hai 
jis meñ firdaus ke nazāre haiñ 
vo hamīñ haiñ ki jin ke hāthoñ ne 
gesū-e-zindagī sañvāre haiñ 
husn kī be-niyāziyoñ pe na jā 
be-ishāre bhī kuchh ishāre haiñ"
"653","jigar-moradabadi","shā.er-e-fitrat huuñ jab bhī fikr farmātā huuñ maiñ 
ruuh ban kar zarre zarre meñ samā jaatā huuñ maiñ 
aa ki tujh bin is tarah ai dost ghabrātā huuñ maiñ 
jaise har shai meñ kisī shai kī kamī paatā huuñ maiñ 
jis qadar afsāna-e-hastī ko dohrātā huuñ maiñ 
aur bhī be-gāna-e-hastī huā jaatā huuñ maiñ 
jab makān-o-lā-makāñ sab se guzar jaatā huuñ maiñ 
allāh allāh tujh ko ḳhud apnī jagah paatā huuñ maiñ 
terī sūrat kā jo ā.īna use paatā huuñ maiñ 
apne dil par aap kyā kyā naaz farmātā huuñ maiñ 
yak-ba-yak ghabrā ke jitnī duur haT aatā huuñ maiñ 
aur bhī us shoḳh ko nazdīk-tar paatā huuñ maiñ 
merī hastī shauq-e-paiham merī fitrat iztirāb 
koī manzil ho magar guzrā chalā jaatā huuñ maiñ 
hā.e-rī majbūriyāñ tark-e-mohabbat ke liye 
mujh ko samjhāte haiñ vo aur un ko samjhātā huuñ maiñ 
merī himmat dekhnā merī tabī.at dekhnā 
jo sulajh jaatī hai gutthī phir se uljhātā huuñ maiñ 
husn ko kyā dushmanī hai ishq ko kyā bair hai 
apne hī qadmoñ kī ḳhud hī Thokareñ khātā huuñ maiñ 
terī mahfil tere jalve phir taqāzā kyā zarūr 
le uThā jaatā huuñ zālim le chalā jaatā huuñ maiñ 
tā-kujā ye parda-dārī-ha-e-ishq-o-lāf-e-husn 
haañ sambhal jaa.eñ do-ālam hosh meñ aatā huuñ maiñ 
merī ḳhātir ab vo taklīf-e-tajalli kyuuñ kareñ 
apnī gard-e-shauq meñ ḳhud hī chhupā jaatā huuñ maiñ 
dil mujassam sher-o-naġhma vo sarāpā rañg-o-bū 
kyā fazā.eñ haiñ ki jin meñ hal huā jaatā huuñ maiñ 
tā-kujā zabt-e-mohabbat tā-kujā dard-e-firāq 
rahm kar mujh par ki terā raaz kahlātā huuñ maiñ 
vāh-re shauq-e-shahādat kū-e-qātil kī taraf 
gungunātā raqs kartā jhūmtā jaatā huuñ maiñ 
yā vo sūrat ḳhud jahān-e-rañg-o-bū mahkūm thā 
yā ye aalam apne saa.e se dabā jaatā huuñ maiñ 
dekhnā is ishq kī ye turfa-kārī dekhnā 
vo jafā karte haiñ mujh par aur sharmātā huuñ maiñ 
ek dil hai aur tūfān-e-havādis ai 'jigar' 
ek shīsha hai ki har patthar se Takrātā huuñ maiñ"
"654","jigar-moradabadi","shab-e-firāq hai aur niind aa.ī jaatī hai 
kuchh is meñ un kī tavajjoh bhī paa.ī jaatī hai 
ye umr-e-ishq yūñhī kyā gañvā.ī jaatī hai 
hayāt zinda haqīqat banā.ī jaatī hai 
banā banā ke jo duniyā miTā.ī jaatī hai 
zarūr koī kamī hai ki paa.ī jaatī hai 
hamīñ pe ishq kī tohmat lagā.ī jaatī hai 
magar ye sharm jo chehre pe chhā.ī jaatī hai 
ḳhudā kare ki haqīqat meñ zindagī ban jaa.e 
vo zindagī jo zabāñ tak hī paa.ī jaatī hai 
gunāhgār ke dil se na bach ke chal zāhid 
yahīñ kahīñ tirī jannat bhī paa.ī jaatī hai 
na soz-e-ishq na barq-e-jamāl par ilzām 
diloñ meñ aag ḳhushī se lagā.ī jaatī hai 
kuchh aise bhī to haiñ rindān-e-pāk-bāz 'jigar' 
ki jin ko be-mai-o-sāġhar pilā.ī jaatī hai"
"655","jigar-moradabadi","sharmā ga.e lajā ga.e dāman chhuḌā ga.e 
ai ishq marhabā vo yahāñ tak to aa ga.e 
dil par hazār tarah ke auhām chhā ga.e 
ye tum ne kyā kiyā mirī duniyā meñ aa ga.e 
sab kuchh luTā ke rāh-e-mohabbat meñ ahl-e-dil 
ḳhush haiñ ki jaise daulat-e-kaunain pā ga.e 
sehn-e-chaman ko apnī bahāroñ pe naaz thā 
vo aa ga.e to saarī bahāroñ pe chhā ga.e 
aql o junūñ meñ sab kī thiiñ rāheñ judā judā 
hir-phir ke lekin ek hī manzil pe aa ga.e 
ab kyā karūñ maiñ fitrat-e-nākām-e-ishq ko 
jitne the hādsāt mujhe raas aa ga.e"
"656","jigar-moradabadi","tabī.at in dinoñ begāna-e-ġham hotī jaatī hai 
mire hisse kī goyā har ḳhushī kam hotī jaatī hai 
sahar hone ko hai bedār shabnam hotī jaatī hai 
ḳhushī minjumala-o-asbāb-e-mātam hotī jaatī hai 
qayāmat kyā ye ai husn-e-do-ālam hotī jaatī hai 
ki mahfil to vahī hai dil-kashī kam hotī jaatī hai 
vahī mai-ḳhāna-o-sahbā vahī sāġhar vahī shīsha 
magar āvāz-e-noshā-nosh maddham hotī jaatī hai 
vahī haiñ shāhid-o-sāqī magar dil bujhtā jaatā hai 
vahī hai sham.a lekin raushnī kam hotī jaatī hai 
vahī shorish hai lekin jaise mauj-e-tah-nashīñ koī 
vahī dil hai magar āvāz maddham hotī jaatī hai 
vahī hai zindagī lekin 'jigar' ye haal hai apnā 
ki jaise zindagī se zindagī kam hotī jaatī hai"
"657","jigar-moradabadi","tire jamāl-e-haqīqat kī taab hī na huī 
hazār baar nigah kī magar kabhī na huī 
tirī ḳhushī se agar ġham meñ bhī ḳhushī na huī 
vo zindagī to mohabbat kī zindagī na huī 
kahāñ vo shoḳh mulāqāt ḳhud se bhī na huī 
bas ek baar huī aur phir kabhī na huī 
vo ham haiñ ahl-e-mohabbat ki jaan se dil se 
bahut buḳhār uThe aañkh shabnamī na huī 
Thahar Thahar dil-e-betāb pyaar to kar luuñ 
ab us ke ba.ad mulāqāt phir huī na huī 
mire ḳhayāl se bhī aah mujh ko buad rahā 
hazār tarah se chāhā barābarī na huī 
ham apnī rindī-o-tā.at pe ḳhaak naaz kareñ 
qubūl-e-hazrat-e-sultāñ huī huī na huī 
koī baḌhe na baḌhe ham to jaan dete haiñ 
phir aisī chashm-e-tavajjoh huī huī na huī 
tamām harf-o-hikāyat tamām dīda-o-dil 
is ehtimām pe bhī sharh-e-āshiqī na huī 
fasurda-ḳhātirī-e-ishq ai ma.āz-allāh 
ḳhayāl-e-yār se bhī kuchh shaguftagī na huī 
tirī nigāh-e-karam ko bhī aazmā dekhā 
aziyyatoñ meñ na honī thī kuchh kamī na huī 
kisī kī mast-nigāhī ne haath thaam liyā 
sharīk-e-hāl jahāñ merī be-ḳhudī na huī 
sabā ye un se hamārā payām kah denā 
ga.e ho jab se yahāñ sub.h o shaam hī na huī 
vo kuchh sahī na sahī phir bhī zāhid-e-nādāñ 
baḌe-baḌoñ se mohabbat meñ kāfirī na huī 
idhar se bhī hai sivā kuchh udhar kī majbūrī 
ki ham ne aah to kī un se aah bhī na huī 
ḳhayāl-e-yār salāmat tujhe ḳhudā rakkhe 
tire baġhair kabhī ghar meñ raushnī na huī 
ga.e the ham bhī 'jigar' jalva-gāh-e-jānāñ meñ 
vo pūchhte hī rahe ham se baat bhī na huī"
